B52,B52_A B52_B
CG34140,CG34140
CG34141,CG34141
CG34148,CG34148
CG34149,CG34149
CG3415,CG3415
CG34150,CG34150
CG34155,CG34155
CG34157,CG34157
CG34159,CG34159
CG3416,CG3416
CG34161,CG34161
CG34163,CG34163
CG34165,CG34165
CG34166,CG34166
CG34169,CG34169
CG34170,CG34170
CG34172,CG34172
CG34174,CG34174
CG34179,CG34179
CG34186,CG34186
CG34187,CG34187
CG3419,CG3419
CG34191,CG34191
CG34198,CG34198
CG3420,CG3420
CG34200,CG34200
CG34211,CG34211
CG34213,CG34213
CG34215,CG34215
CG34218,CG34218
CG3422,CG3422
CG34220,CG34220
CG34225,CG34225
CG34227,CG34227
CG34228,CG34228
CG34229,CG34229
CG3423,CG3423
CG34230,CG34230
CG34231,CG34231
CG34232,CG34232
CG34242,CG34242
CG34244,CG34244
CG34246,CG34246
CG34247,CG34247
CG3425,CG3425
CG34250,CG34250
CG34253,CG34253
CG34254,CG34254
CG34255,CG34255
CG34263,CG34263
CG34268,CG34268
CG34269,CG34269
CG34273,CG34273
CG34278,CG34278
CG34279,CG34279
CG34291,CG34291
CG34294,CG34294
CG34297,CG34297
CG3430,CG3430
CG34301,CG34301
CG34302,CG34302
CG34305,CG34305
CG3431,CG3431
CG34313,CG34313
CG34317,CG34317
CG34321,CG34321
CG34322,CG34322
CG34325,CG34325
CG34327,CG34327
CG34328,CG34328
CG34329,CG34329
CG3433,CG3433
CG34330,CG34330
CG34331,CG34331
CG34332,CG34332
CG3434,CG3434
CG34340,CG34340
CG34347,CG34347
CG34349,CG34349
CG34351,CG34351
CG34353,CG34353
CG34354,CG34354
CG34355,CG34355_A CG34355_B
CG34357,CG34357_A CG34357_B
CG34358,CG34358
CG34359,CG34359_A CG34359_B
CG3436,CG3436
CG34360,CG34360
CG34361,CG34361
CG34362,CG34362
CG3437,CG3437
CG34370,CG34370
CG34376,CG34376_A CG34376_B
CG34378,CG34378_A CG34378_B
CG34379,CG34379
CG34380,CG34380
CG34381,CG34381
CG34383,CG34383
CG34384,CG34384
CG34385,CG34385
CG34386,CG34386
CG34387,CG34387
CG34388,CG34388
CG34390,CG34390
CG34391,CG34391
CG34392,CG34392
CG34394,CG34394_A CG34394_B
CG34397,CG34397
CG34398,CG34398_A CG34398_B
CG34401,CG34401
CG34402,CG34402
CG34403,CG34403_A CG34403_B
CG34405,CG34405
CG34407,CG34407
CG34408,CG34408
CG34409,CG34409
CG3441,CG3441
CG34410,CG34410_A CG34410_B
CG34411,CG34411
CG34412,CG34412
CG34413,CG34413_A CG34413_B
CG34414,CG34414_A CG34414_B
CG34415,CG34415
CG34417,CG34417_A CG34417_B
CG34418,CG34418_A CG34418_B
CG34421,CG34421_A CG34421_B
CG34422,CG34422_A CG34422_B
CG34423,CG34423
CG3443,CG3443
CG34438,CG34438
CG34439,CG34439
CG34440,CG34440
CG34441,CG34441
CG34449,CG34449_A CG34449_B
CG3445,CG3445
CG34452,CG34452
CG34454,CG34454
CG34458,CG34458
CG34459,CG34459
CG3446,CG3446
CG3450,CG3450
CG3455,CG3455
CG3456,CG3456
CG3458,CG3458
CG3460,CG3460
CG3461,CG3461
CG3466,CG3466
CG3476,CG3476
CG3477,CG3477
CG3478,CG3478
CG3479,CG3479_A CG3479_B
CG3480,CG3480
CG3481,CG3481
CG3484,CG3484
CG3488,CG3488
CG3495,CG3495
CG3497,CG3497
CG3499,CG3499
CG3501,CG3501
CG3504,CG3504
CG3505,CG3505
CG3508,CG3508
CG3511,CG3511
CG3520,CG3520
CG3522,CG3522_A CG3522_B
CG3523,CG3523
CG3525,CG3525
CG3527,CG3527
CG3529,CG3529
CG3530,CG3530
CG3532,CG3532
CG3533,CG3533
CG3534,CG3534
CG3539,CG3539
CG3541,CG3541
CG3542,CG3542
CG3548,CG3548
CG3552,CG3552
CG3558,CG3558
CG3560,CG3560
CG3561,CG3561
CG3564,CG3564
CG3566,CG3566
CG3567,CG3567
CG3568,CG3568
CG3570,CG3570
CG3571,CG3571
CG3572,CG3572
CG3573,CG3573
CG3576,CG3576
CG3578,CG3578
CG3582,CG3582
CG3584,CG3584
CG3585,CG3585
CG3587,CG3587
CG3588,CG3588
CG3589,CG3589
CG3590,CG3590
CG3594,CG3594
CG3595,CG3595
CG3597,CG3597
CG3605,CG3605
CG3606,CG3606
CG3608,CG3608
CG3609,CG3609
CG3612,CG3612
CG3613,CG3613
CG3615,CG3615
CG3618,CG3618
CG3619,CG3619
CG3620,CG3620
CG3621,CG3621
CG3625,CG3625_A CG3625_B
CG3626,CG3626
CG3629,CG3629
CG3630,CG3630
CG3631,CG3631
CG3632,CG3632
CG3633,CG3633
CG3634,CG3634
CG3637,CG3637
CG3638,CG3638
CG3639,CG3639
CG3644,CG3644
CG3645,CG3645
CG3647,CG3647
CG3651,CG3651
CG3652,CG3652
CG3653,CG3653
CG3654,CG3654
CG3655,CG3655
CG3658,CG3658
CG3661,CG3661
CG3662,CG3662
CG3663,CG3663
CG3664,CG3664
CG3665,CG3665_A CG3665_B CG3665_C
CG3666,CG3666
CG3671,CG3671
CG3678,CG3678
CG3680,CG3680
CG3682,CG3682_A CG3682_B CG3682_C
CG3683,CG3683
CG3688,CG3688
CG3689,CG3689_A CG3689_B
CG3691,CG3691
CG3692,CG3692
CG3694,CG3694
CG3695,CG3695
CG3696,CG3696
CG3699,CG3699
CG3702,CG3702
CG3703,CG3703
CG3704,CG3704
CG3707,CG3707
CG3709,CG3709
CG3710,CG3710
CG3711,CG3711
CG3713,CG3713
CG3714,CG3714
CG3717,CG3717
CG3719,CG3719
CG3724,CG3724
CG3725,CG3725
CG3727,CG3727
CG3730,CG3730
CG3731,CG3731
CG3732,CG3732
CG3733,CG3733
CG3743,CG3743
CG3744,CG3744
CG3751,CG3751
CG3752,CG3752
CG3756,CG3756
CG3760,CG3760
CG3762,CG3762
CG3766,CG3766
CG3769,CG3769
CG3771,CG3771
CG3774,CG3774
CG3775,CG3775
CG3776,CG3776
CG3777,CG3777
CG3779,CG3779
CG3780,CG3780
CG3781,CG3781
CG3782,CG3782
CG3790,CG3790
CG3793,CG3793
CG3796,CG3796
CG3797,CG3797
CG3798,CG3798
CG3800,CG3800
CG3803,CG3803
CG3806,CG3806
CG3808,CG3808
CG3809,CG3809
CG3810,CG3810
CG3811,CG3811
CG3812,CG3812
CG3817,CG3817
CG3820,CG3820
CG3821,CG3821
CG3822,CG3822
CG3823,CG3823
CG3827,CG3827
CG3829,CG3829
CG3831,CG3831
CG3832,CG3832
CG3835,CG3835
CG3836,CG3836
CG3837,CG3837
CG3838,CG3838
CG3842,CG3842
CG3845,CG3845
CG3847,CG3847
CG3848,CG3848
CG3849,CG3849_A CG3849_B
CG3850,CG3850
CG3853,CG3853
CG3856,CG3856
CG3860,CG3860
CG3861,CG3861
CG3862,CG3862
CG3869,CG3869
CG3874,CG3874
CG3876,CG3876
CG3879,CG3879
CG3881,CG3881
CG3883,CG3883
CG3885,CG3885
CG3886,CG3886
CG3887,CG3887
CG3889,CG3889
CG3891,CG3891
CG3894,CG3894_A CG3894_B
CG3895,CG3895
CG3897,CG3897
CG3902,CG3902
CG3905,CG3905
CG3907,CG3907
CG3909,CG3909
CG3910,CG3910
CG3911,CG3911
CG3915,CG3915
CG3917,CG3917
CG3918,CG3918
CG3919,CG3919
CG3920,CG3920_A CG3920_B
CG3923,CG3923
CG3924,CG3924
CG3925,CG3925
CG3926,CG3926
CG3931,CG3931
CG3934,CG3934
CG3936,CG3936
CG3937,CG3937
CG3939,CG3939
CG3940,CG3940
CG3943,CG3943
CG3944,CG3944
CG3945,CG3945_A CG3945_B
CG3947,CG3947
CG3948,CG3948
CG3949,CG3949
CG3953,CG3953
CG3954,CG3954_A CG3954_B
CG3957,CG3957
CG3961,CG3961
CG3962,CG3962
CG3966,CG3966
CG3967,CG3967
CG3971,CG3971
CG3977,CG3977
CG3979,CG3979
CG3981,CG3981
CG3983,CG3983
CG3984,CG3984
CG3985,CG3985
CG3987,CG3987
CG3988,CG3988
CG3992,CG3992_A CG3992_B
CG3994,CG3994
CG3995,CG3995
CG3997,CG3997
CG3998,CG3998
CG3999,CG3999
CG4000,CG4000
CG40005,CG40005
CG40006,CG40006
CG4001,CG4001
CG4003,CG4003
CG4004,CG4004
CG40045,CG40045
CG40049,CG40049_A CG40049_B
CG4005,CG4005
CG4006,CG4006
CG4007,CG4007
CG4008,CG4008
CG4012,CG4012
CG40127,CG40127
CG40129,CG40129
CG4016,CG4016
CG40172,CG40172
CG4019,CG4019
CG4022,CG4022
CG4025,CG4025
CG4026,CG4026
CG4027,CG4027
CG4029,CG4029
CG40293,CG40293
CG40298,CG40298
CG4030,CG4030
CG40300,CG40300
CG40305,CG40305
CG4032,CG4032
CG4033,CG4033
CG4035,CG4035
CG4036,CG4036
CG4038,CG4038
CG4041,CG4041
CG4042,CG4042
CG4043,CG4043
CG40439,CG40439
CG4045,CG4045
CG40452,CG40452
CG4046,CG4046
CG40470,CG40470
CG40478,CG40478
CG40485,CG40485
CG40486,CG40486
CG4049,CG4049
CG40494,CG40494_A CG40494_B
CG4051,CG4051
CG4057,CG4057
CG4058,CG4058
CG4059,CG4059
CG4061,CG4061
CG4063,CG4063
CG4067,CG4067
CG4068,CG4068
CG4069,CG4069
CG4070,CG4070
CG4071,CG4071
CG4074,CG4074
CG4076,CG4076
CG4079,CG4079
CG4083,CG4083
CG4084,CG4084
CG4086,CG4086
CG4087,CG4087
CG4089,CG4089
CG4091,CG4091_A CG4091_B
CG4094,CG4094
CG4097,CG4097
CG4098,CG4098
CG4099,CG4099
CG4101,CG4101
CG4104,CG4104
CG4108,CG4108
CG4109,CG4109
CG41106,CG41106
CG4111,CG4111
CG4114,CG4114
CG4119,CG4119
CG4122,CG4122_A CG4122_B CG4122_C
CG4123,CG4123
CG4125,CG4125
CG4128,CG4128
CG4133,CG4133
CG4135,CG4135
CG4136,CG4136
CG4139,CG4139
CG4141,CG4141
CG4143,CG4143
CG41434,CG41434
CG4144,CG4144
CG4145,CG4145
CG4147,CG4147
CG4153,CG4153
CG4154,CG4154
CG4157,CG4157
CG4162,CG4162
CG4164,CG4164
CG4166,CG4166
CG4167,CG4167
CG4168,CG4168
CG4169,CG4169
CG4170,CG4170
CG4173,CG4173
CG4178,CG4178
CG4182,CG4182
CG4183,CG4183
CG4184,CG4184
CG4192,CG4192
CG4195,CG4195
CG4199,CG4199
CG4200,CG4200
CG4201,CG4201
CG4203,CG4203
CG4205,CG4205
CG4207,CG4207
CG4209,CG4209
CG4210,CG4210
CG4211,CG4211_A CG4211_B CG4211_C
CG4212,CG4212
CG4214,CG4214
CG4215,CG4215
CG4216,CG4216
CG4217,CG4217
CG4220,CG4220
CG4221,CG4221
CG42231,CG42231
CG42232,CG42232
CG42233,CG42233
CG42234,CG42234
CG42235,CG42235_A CG42235_B
CG42236,CG42236
CG42238,CG42238
CG42239,CG42239
CG42240,CG42240
CG42242,CG42242
CG42244,CG42244
CG42246,CG42246
CG4225,CG4225
CG42250,CG42250_A CG42250_B
CG42252,CG42252_A CG42252_B CG42252_C
CG42253,CG42253
CG42256,CG42256
CG42257,CG42257
CG42258,CG42258
CG42260,CG42260
CG42261,CG42261
CG42262,CG42262
CG42268,CG42268
CG42269,CG42269
CG42271,CG42271
CG42273,CG42273
CG42274,CG42274_A CG42274_B
CG42275,CG42275
CG42276,CG42276
CG42277,CG42277
CG42278,CG42278_A CG42278_B
CG42279,CG42279_A CG42279_B
CG42280,CG42280
CG42281,CG42281_A CG42281_B CG42281_C CG42281_D CG42281_E
CG42283,CG42283_A CG42283_B
CG4230,CG4230
CG42309,CG42309_A CG42309_B
CG4231,CG4231
CG42310,CG42310
CG42311,CG42311
CG42312,CG42312_A CG42312_B
CG42313,CG42313
CG42314,CG42314
CG42316,CG42316
CG42317,CG42317_A CG42317_B
CG42318,CG42318_A CG42318_B
CG42319,CG42319_A CG42319_B
CG42320,CG42320_A CG42320_B CG42320_C
CG42321,CG42321_A CG42321_B CG42321_C
CG42322,CG42322_A CG42322_B
CG42323,CG42323_A CG42323_B
CG42324,CG42324
CG42326,CG42326
CG42327,CG42327
CG42328,CG42328
CG42330,CG42330
CG42332,CG42332
CG42333,CG42333_A CG42333_B
CG42334,CG42334
CG42336,CG42336
CG42337,CG42337
CG42338,CG42338_A CG42338_B CG42338_C
CG42339,CG42339
CG42340,CG42340
CG42341,CG42341
CG42342,CG42342_A CG42342_B
CG42343,CG42343_A CG42343_B
CG42344,CG42344_A CG42344_B
CG42345,CG42345_A CG42345_B CG42345_C
CG42346,CG42346
CG42347,CG42347_A CG42347_B
CG42349,CG42349
CG42351,CG42351
CG42354,CG42354
CG4236,CG4236
CG42360,CG42360
CG42361,CG42361
CG42362,CG42362
CG42365,CG42365
CG42368,CG42368
CG42369,CG42369
CG42370,CG42370
CG4238,CG4238
CG42382,CG42382
CG42388,CG42388
CG42389,CG42389_A CG42389_B
CG4239,CG4239
CG42390,CG42390_A CG42390_B
CG42396,CG42396
CG42399,CG42399
CG42403,CG42403_A CG42403_B
CG4241,CG4241
CG4244,CG4244
CG42450,CG42450
CG42458,CG42458
CG4247,CG4247
CG42492,CG42492_A CG42492_B
CG4250,CG4250
CG42514,CG42514
CG42515,CG42515
CG42518,CG42518
CG42522,CG42522
CG42533,CG42533
CG4254,CG4254
CG42540,CG42540_A CG42540_B CG42540_C CG42540_D CG42540_E
CG42541,CG42541
CG42542,CG42542_A CG42542_B
CG42543,CG42543
CG42551,CG42551_A CG42551_B
CG42563,CG42563
CG42567,CG42567
CG42569,CG42569
CG4257,CG4257
CG42572,CG42572_A CG42572_B
CG42574,CG42574_A CG42574_B CG42574_C
CG4258,CG4258
CG42584,CG42584
CG42586,CG42586
CG42588,CG42588
CG42593,CG42593
CG42594,CG42594
CG42599,CG42599_A CG42599_B
CG4260,CG4260
CG42601,CG42601
CG4261,CG4261
CG42610,CG42610_A CG42610_B
CG42611,CG42611_A CG42611_B
CG42612,CG42612_A CG42612_B
CG42613,CG42613_A CG42613_B
CG42616,CG42616_A CG42616_B
CG4262,CG4262
CG42629,CG42629
CG42631,CG42631
CG42636,CG42636
CG42637,CG42637
CG42638,CG42638
CG4264,CG4264
CG42641,CG42641
CG4265,CG4265
CG4266,CG4266
CG42663,CG42663
CG42665,CG42665
CG42666,CG42666
CG42667,CG42667
CG42668,CG42668
CG42669,CG42669
CG4267,CG4267
CG42671,CG42671_A CG42671_B
CG42672,CG42672_A CG42672_B
CG42674,CG42674_A CG42674_B CG42674_C
CG42675,CG42675
CG42676,CG42676_A CG42676_B
CG42677,CG42677
CG42678,CG42678
CG42679,CG42679_A CG42679_B
CG4268,CG4268
CG42683,CG42683
CG42684,CG42684_A CG42684_B
CG42687,CG42687_A CG42687_B
CG42698,CG42698_A CG42698_B
CG42699,CG42699
CG42709,CG42709
CG4272,CG4272
CG42724,CG42724_A CG42724_B
CG42732,CG42732_A CG42732_B
CG42734,CG42734_A CG42734_B CG42734_C CG42734_D
CG42739,CG42739
CG42748,CG42748
CG42750,CG42750
CG42758,CG42758
CG4276,CG4276
CG42768,CG42768_A CG42768_B
CG4278,CG4278
CG42783,CG42783
CG42784,CG42784_A CG42784_B
CG42788,CG42788
CG4279,CG4279
CG42795,CG42795
CG42796,CG42796
CG42797,CG42797
CG42799,CG42799
CG4280,CG4280
CG42803,CG42803_A CG42803_B
CG42807,CG42807
CG4281,CG4281
CG42817,CG42817
CG4282,CG4282
CG42829,CG42829
CG42856,CG42856_A CG42856_B
CG42863,CG42863
CG42865,CG42865_A CG42865_B
CG4287,CG4287
CG4288,CG4288
CG4289,CG4289
CG4290,CG4290
CG4291,CG4291
CG4293,CG4293
CG4297,CG4297
CG4299,CG4299
CG4300,CG4300_A CG4300_B
CG4301,CG4301
CG4303,CG4303
CG4306,CG4306
CG43065,CG43065_A CG43065_B CG43065_C
CG43067,CG43067
CG4307,CG4307_A CG4307_B
CG43073,CG43073
CG43078,CG43078
CG43079,CG43079_A CG43079_B
CG43102,CG43102
CG4311,CG4311
CG43119,CG43119_A CG43119_B
CG43122,CG43122_A CG43122_B
CG43127,CG43127
CG43128,CG43128
CG4313,CG4313
CG4314,CG4314
CG43140,CG43140_A CG43140_B
CG43143,CG43143_A CG43143_B
CG43154,CG43154_A CG43154_B
CG43161,CG43161
CG43162,CG43162_A CG43162_B
CG4317,CG4317
CG4318,CG4318
CG4319,CG4319
CG4322,CG4322
CG43224,CG43224_A CG43224_B CG43224_C
CG43225,CG43225_A CG43225_B
CG43226,CG43226_A CG43226_B
CG4325,CG4325
CG4326,CG4326
CG4328,CG4328
CG43286,CG43286
CG4332,CG4332
CG43332,CG43332
CG4334,CG4334
CG43340,CG43340_A CG43340_B CG43340_C
CG43343,CG43343
CG43346,CG43346
CG4335,CG4335
CG4336,CG4336
CG43365,CG43365_A CG43365_B
CG43367,CG43367
CG43368,CG43368
CG43369,CG43369_A CG43369_B
CG4337,CG4337
CG43374,CG43374_A CG43374_B
CG4338,CG4338
CG43386,CG43386
CG43388,CG43388_A CG43388_B CG43388_C
CG43394,CG43394_A CG43394_B
CG43395,CG43395
CG43398,CG43398_A CG43398_B
CG43427,CG43427_A CG43427_B
CG43442,CG43442
CG43443,CG43443_A CG43443_B
CG43444,CG43444
CG4345,CG4345
CG43462,CG43462_A CG43462_B
CG4347,CG4347
CG43479,CG43479_A CG43479_B CG43479_C
CG4349,CG4349
CG4353,CG4353_A CG4353_B
CG4356,CG4356_A CG4356_B
CG4357,CG4357
CG4360,CG4360
CG4365,CG4365
CG43657,CG43657
CG43658,CG43658
CG43662,CG43662
CG43663,CG43663
CG43664,CG43664
CG43665,CG43665
CG4367,CG4367
CG43674,CG43674
CG43675,CG43675
CG43689,CG43689_A CG43689_B
CG43690,CG43690
CG43707,CG43707
CG43720,CG43720_A CG43720_B CG43720_C
CG43729,CG43729_A CG43729_B CG43729_C CG43729_D
CG4373,CG4373
CG43736,CG43736
CG43737,CG43737
CG43738,CG43738_A CG43738_B
CG4374,CG4374
CG43740,CG43740
CG43741,CG43741_A CG43741_B
CG43743,CG43743
CG43744,CG43744_A CG43744_B
CG43749,CG43749
CG43755,CG43755_A CG43755_B
CG43756,CG43756
CG43758,CG43758
CG4376,CG4376
CG43772,CG43772
CG43773,CG43773
CG43778,CG43778
CG43780,CG43780
CG43782,CG43782
CG43783,CG43783
CG4379,CG4379
CG4380,CG4380
CG4381,CG4381
CG4385,CG4385
CG43860,CG43860
CG43861,CG43861
CG43867,CG43867_A CG43867_B
CG4389,CG4389
CG43894,CG43894
CG43897,CG43897_A CG43897_B
CG4390,CG4390
CG43901,CG43901
CG43902,CG43902
CG43921,CG43921
CG43946,CG43946
CG43947,CG43947_A CG43947_B CG43947_C
CG4395,CG4395
CG43955,CG43955_A CG43955_B
CG4396,CG4396
CG43976,CG43976_A CG43976_B CG43976_C
CG4399,CG4399
CG43996,CG43996
CG4400,CG4400
CG44007,CG44007_A CG44007_B
CG44011,CG44011
CG44012,CG44012_A CG44012_B
CG44014,CG44014
CG44015,CG44015
CG4405,CG4405
CG4406,CG4406
CG4407,CG4407_A CG4407_B
CG44085,CG44085
CG44086,CG44086
CG44098,CG44098_A CG44098_B
CG44099,CG44099_A CG44099_B
CG4412,CG4412
CG44128,CG44128_A CG44128_B
CG4413,CG4413
CG44132,CG44132_A CG44132_B CG44132_C
CG4414,CG4414
CG44153,CG44153
CG44154,CG44154_A CG44154_B CG44154_C
CG44159,CG44159
CG44162,CG44162
CG44167,CG44167_A CG44167_B
CG44193,CG44193_A CG44193_B CG44193_C
CG4420,CG4420
CG4422,CG4422
CG4427,CG4427_A CG4427_B
CG4428,CG4428
CG4429,CG4429
CG4433,CG4433
CG4435,CG4435
CG4437,CG4437
CG4443,CG4443
CG4444,CG4444
CG4445,CG4445
CG4452,CG4452
CG4453,CG4453_A CG4453_B
CG4457,CG4457
CG4461,CG4461
CG4463,CG4463
CG4464,CG4464
CG4466,CG4466
CG4467,CG4467
CG4468,CG4468
CG4475,CG4475
CG4482,CG4482
CG4484,CG4484
CG4485,CG4485
CG4486,CG4486
CG4488,CG4488
CG4491,CG4491
CG4494,CG4494
CG4495,CG4495_A CG4495_B
CG4496,CG4496
CG4497,CG4497
CG4501,CG4501
CG4502,CG4502
CG4510,CG4510
CG4511,CG4511
CG4523,CG4523
CG4527,CG4527
CG4531,CG4531
CG4532,CG4532
CG4533,CG4533
CG4535,CG4535
CG4538,CG4538
CG4545,CG4545
CG4548,CG4548
CG4550,CG4550
CG4551,CG4551
CG4552,CG4552
CG4553,CG4553
CG4557,CG4557
CG4559,CG4559
CG4561,CG4561
CG4562,CG4562_A CG4562_B
CG4565,CG4565
CG4567,CG4567
CG4572,CG4572
CG4574,CG4574
CG4576,CG4576
CG4579,CG4579
CG4581,CG4581
CG4583,CG4583
CG4585,CG4585
CG4587,CG4587
CG4590,CG4590
CG4591,CG4591
CG4593,CG4593
CG4596,CG4596
CG4599,CG4599
CG4600,CG4600
CG4603,CG4603
CG4607,CG4607
CG4609,CG4609
CG4610,CG4610
CG4612,CG4612
CG4615,CG4615
CG4617,CG4617
CG4619,CG4619
CG4620,CG4620
CG4621,CG4621
CG4622,CG4622
CG4625,CG4625
CG4626,CG4626
CG4627,CG4627
CG4630,CG4630
CG4631,CG4631
CG4634,CG4634
CG4636,CG4636
CG4643,CG4643
CG4645,CG4645
CG4647,CG4647
CG4649,CG4649
CG4651,CG4651
CG4654,CG4654
CG4656,CG4656
CG4658,CG4658
CG4659,CG4659
CG4660,CG4660
CG4662,CG4662_A CG4662_B
CG4663,CG4663
CG4670,CG4670
CG4672,CG4672
CG4673,CG4673
CG4674,CG4674
CG4676,CG4676
CG4678,CG4678
CG4679,CG4679
CG4685,CG4685
CG4686,CG4686
CG4688,CG4688
CG4690,CG4690
CG4692,CG4692
CG4696,CG4696
CG4698,CG4698
CG4699,CG4699
CG4700,CG4700
CG4703,CG4703
CG4705,CG4705
CG4707,CG4707
CG4709,CG4709
CG4710,CG4710
CG4711,CG4711
CG4713,CG4713
CG4715,CG4715
CG4717,CG4717
CG4719,CG4719
CG4720,CG4720
CG4725,CG4725
CG4726,CG4726
CG4729,CG4729
CG4730,CG4730
CG4733,CG4733
CG4738,CG4738
CG4739,CG4739
CG4742,CG4742
CG4743,CG4743
CG4746,CG4746
CG4747,CG4747
CG4751,CG4751
CG4753,CG4753
CG4755,CG4755
CG4756,CG4756
CG4757,CG4757
CG4758,CG4758
CG4759,CG4759
CG4760,CG4760_A CG4760_B
CG4761,CG4761
CG4766,CG4766
CG4768,CG4768
CG4769,CG4769
CG4775,CG4775
CG4783,CG4783
CG4786,CG4786
CG4788,CG4788
CG4789,CG4789
CG4792,CG4792
CG4797,CG4797
CG4800,CG4800
CG4802,CG4802
CG4806,CG4806
CG4813,CG4813
CG4816,CG4816
CG4820,CG4820
CG4822,CG4822
CG4825,CG4825
CG4829,CG4829
CG4838,CG4838
CG4842,CG4842
CG4843,CG4843_A CG4843_B
CG4846,CG4846
CG4847,CG4847
CG4848,CG4848
CG4851,CG4851
CG4853,CG4853
CG4857,CG4857
CG4858,CG4858
CG4859,CG4859_A CG4859_B
CG4863,CG4863_A CG4863_B CG4863_C
CG4867,CG4867
CG4871,CG4871
CG4875,CG4875
CG4877,CG4877
CG4878,CG4878
CG4879,CG4879
CG4880,CG4880
CG4881,CG4881
CG4882,CG4882
CG4886,CG4886
CG4889,CG4889
CG4892,CG4892
CG4893,CG4893
CG4894,CG4894
CG4896,CG4896
CG4897,CG4897
CG4898,CG4898_A CG4898_B CG4898_C CG4898_D CG4898_E
CG4900,CG4900
CG4903,CG4903
CG4904,CG4904
CG4905,CG4905
CG4908,CG4908
CG4909,CG4909
CG4911,CG4911
CG4912,CG4912_A CG4912_B
CG4913,CG4913
CG4914,CG4914
CG4916,CG4916
CG4917,CG4917
CG4919,CG4919
CG4920,CG4920
CG4921,CG4921
CG4924,CG4924
CG4925,CG4925
CG4926,CG4926
CG4928,CG4928
CG4930,CG4930
CG4931,CG4931
CG4935,CG4935
CG4936,CG4936
CG4937,CG4937
CG4938,CG4938
CG4942,CG4942
CG4943,CG4943
CG4944,CG4944
CG4946,CG4946
CG4950,CG4950
CG4951,CG4951_A CG4951_B
CG4956,CG4956
CG4957,CG4957
CG4960,CG4960
CG4962,CG4962
CG4963,CG4963
CG4965,CG4965
CG4968,CG4968
CG4973,CG4973
CG4974,CG4974
CG4975,CG4975
CG4976,CG4976
CG4977,CG4977
CG4979,CG4979
CG4980,CG4980
CG4986,CG4986
CG4991,CG4991
CG4993,CG4993
CG4994,CG4994
CG4996,CG4996
CG4999,CG4999
CG5000,CG5000
CG5003,CG5003
CG5004,CG5004
CG5008,CG5008
CG5009,CG5009
CG5010,CG5010
CG5012,CG5012
CG5014,CG5014
CG5016,CG5016
CG5018,CG5018
CG5020,CG5020_A CG5020_B CG5020_C CG5020_D
CG5021,CG5021
CG5022,CG5022
CG5023,CG5023
CG5025,CG5025
CG5026,CG5026
CG5027,CG5027
CG5028,CG5028
CG5029,CG5029
CG5033,CG5033
CG5034,CG5034
CG5036,CG5036
CG5038,CG5038
CG5041,CG5041
CG5044,CG5044
CG5045,CG5045
CG5047,CG5047
CG5048,CG5048
CG5052,CG5052
CG5055,CG5055
CG5056,CG5056
CG5057,CG5057
CG5059,CG5059
CG5063,CG5063
CG5064,CG5064
CG5065,CG5065
CG5068,CG5068
CG5070,CG5070
CG5071,CG5071
CG5073,CG5073
CG5076,CG5076
CG5080,CG5080
CG5081,CG5081
CG5085,CG5085
CG5092,CG5092
CG5094,CG5094
CG5098,CG5098
CG5099,CG5099
CG5102,CG5102
CG5103,CG5103
CG5104,CG5104
CG5105,CG5105
CG5106,CG5106
CG5108,CG5108
CG5109,CG5109
CG5110,CG5110
CG5112,CG5112
CG5114,CG5114
CG5118,CG5118
CG5119,CG5119
CG5123,CG5123
CG5124,CG5124
CG5125,CG5125
CG5127,CG5127
CG5130,CG5130
CG5144,CG5144
CG5146,CG5146
CG5148,CG5148
CG5149,CG5149
CG5151,CG5151
CG5154,CG5154
CG5162,CG5162
CG5164,CG5164
CG5165,CG5165
CG5166,CG5166
CG5167,CG5167
CG5169,CG5169
CG5170,CG5170
CG5172,CG5172
CG5174,CG5174
CG5175,CG5175
CG5178,CG5178
CG5179,CG5179
CG5180,CG5180
CG5183,CG5183
CG5184,CG5184
CG5185,CG5185
CG5189,CG5189
CG5191,CG5191
CG5196,CG5196_A CG5196_B
CG5198,CG5198
CG5199,CG5199
CG5201,CG5201
CG5202,CG5202
CG5203,CG5203
CG5205,CG5205
CG5206,CG5206
CG5207,CG5207
CG5208,CG5208
CG5210,CG5210
CG5212,CG5212
CG5214,CG5214
CG5215,CG5215_A CG5215_B
CG5216,CG5216
CG5219,CG5219
CG5220,CG5220
CG5222,CG5222
CG5224,CG5224
CG5227,CG5227
CG5229,CG5229
CG5231,CG5231
CG5241,CG5241
CG5242,CG5242
CG5246,CG5246
CG5247,CG5247
CG5248,CG5248
CG5252,CG5252
CG5254,CG5254
CG5258,CG5258
CG5261,CG5261_A CG5261_B
CG5262,CG5262
CG5263,CG5263_A CG5263_B
CG5266,CG5266
CG5268,CG5268
CG5269,CG5269
CG5270,CG5270
CG5271,CG5271
CG5273,CG5273
CG5274,CG5274
CG5276,CG5276
CG5277,CG5277
CG5281,CG5281
CG5282,CG5282
CG5284,CG5284
CG5285,CG5285
CG5287,CG5287
CG5289,CG5289
CG5295,CG5295
CG5303,CG5303
CG5308,CG5308
CG5315,CG5315
CG5316,CG5316
CG5320,CG5320
CG5321,CG5321
CG5323,CG5323
CG5325,CG5325
CG5326,CG5326
CG5330,CG5330
CG5333,CG5333
CG5336,CG5336
